LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value
FIN,QGDP,TOT,PC_CHGPP,A,1989,5.415935722
FIN,QGDP,TOT,PC_CHGPP,A,1990,0.082747207
FIN,QGDP,TOT,PC_CHGPP,A,1991,-5.886328069
FIN,QGDP,TOT,PC_CHGPP,A,1992,-3.294660066
FIN,QGDP,TOT,PC_CHGPP,A,1993,-0.66199803
FIN,QGDP,TOT,PC_CHGPP,A,1994,3.963839212
FIN,QGDP,TOT,PC_CHGPP,A,1995,4.216835557
FIN,QGDP,TOT,PC_CHGPP,A,1996,3.6671532
FIN,QGDP,TOT,PC_CHGPP,A,1997,6.334451768
FIN,QGDP,TOT,PC_CHGPP,A,1998,5.457108602
FIN,QGDP,TOT,PC_CHGPP,A,1999,4.379521007
FIN,QGDP,TOT,PC_CHGPP,A,2000,5.773293357
FIN,QGDP,TOT,PC_CHGPP,A,2001,2.609423799
FIN,QGDP,TOT,PC_CHGPP,A,2002,1.707139549
FIN,QGDP,TOT,PC_CHGPP,A,2003,2.003773339
FIN,QGDP,TOT,PC_CHGPP,A,2004,3.992070072
FIN,QGDP,TOT,PC_CHGPP,A,2005,2.779836348
FIN,QGDP,TOT,PC_CHGPP,A,2006,4.027389631
FIN,QGDP,TOT,PC_CHGPP,A,2007,5.299311176
FIN,QGDP,TOT,PC_CHGPP,A,2008,0.783991502
FIN,QGDP,TOT,PC_CHGPP,A,2009,-8.074411063
FIN,QGDP,TOT,PC_CHGPP,A,2010,3.185943043
FIN,QGDP,TOT,PC_CHGPP,A,2011,2.547177875
FIN,QGDP,TOT,PC_CHGPP,A,2012,-1.397082658
FIN,QGDP,TOT,PC_CHGPP,A,2013,-0.902161713
FIN,QGDP,TOT,PC_CHGPP,A,2014,-0.364908157
FIN,QGDP,TOT,PC_CHGPP,A,2015,0.543659212
FIN,QGDP,TOT,PC_CHGPP,A,2016,2.811457767
FIN,QGDP,TOT,PC_CHGPP,A,2017,3.19240963
FIN,QGDP,TOT,PC_CHGPP,A,2018,1.141947509
FIN,QGDP,TOT,PC_CHGPP,A,2019,1.343314508
FIN,QGDP,TOT,PC_CHGPP,A,2020,-2.87026806
CHE,QGDP,TOT,PC_CHGPY,Q,1961-Q1,9.435370532
CHE,QGDP,TOT,PC_CHGPY,Q,1961-Q2,8.714370874
CHE,QGDP,TOT,PC_CHGPY,Q,1961-Q3,6.172528144
CHE,QGDP,TOT,PC_CHGPY,Q,1961-Q4,8.203942002
CHE,QGDP,TOT,PC_CHGPY,Q,1962-Q1,5.225774383
CHE,QGDP,TOT,PC_CHGPY,Q,1962-Q2,5.017747102
CHE,QGDP,TOT,PC_CHGPY,Q,1962-Q3,5.151158218
CHE,QGDP,TOT,PC_CHGPY,Q,1962-Q4,3.797238893
CHE,QGDP,TOT,PC_CHGPY,Q,1963-Q1,2.26880126
CHE,QGDP,TOT,PC_CHGPY,Q,1963-Q2,4.978493477
CHE,QGDP,TOT,PC_CHGPY,Q,1963-Q3,5.867026136
CHE,QGDP,TOT,PC_CHGPY,Q,1963-Q4,6.331157297
CHE,QGDP,TOT,PC_CHGPY,Q,1964-Q1,7.436765366
CHE,QGDP,TOT,PC_CHGPY,Q,1964-Q2,7.116911
CHE,QGDP,TOT,PC_CHGPY,Q,1964-Q3,4.209432294
CHE,QGDP,TOT,PC_CHGPY,Q,1964-Q4,2.458913009
CHE,QGDP,TOT,PC_CHGPY,Q,1965-Q1,4.875062358
CHE,QGDP,TOT,PC_CHGPY,Q,1965-Q2,1.425322778
CHE,QGDP,TOT,PC_CHGPY,Q,1965-Q3,3.062773481
CHE,QGDP,TOT,PC_CHGPY,Q,1965-Q4,3.425711145
CHE,QGDP,TOT,PC_CHGPY,Q,1966-Q1,-0.441617997
CHE,QGDP,TOT,PC_CHGPY,Q,1966-Q2,4.539785187
CHE,QGDP,TOT,PC_CHGPY,Q,1966-Q3,2.14424718
CHE,QGDP,TOT,PC_CHGPY,Q,1966-Q4,3.59051313
CHE,QGDP,TOT,PC_CHGPY,Q,1967-Q1,7.949770593
CHE,QGDP,TOT,PC_CHGPY,Q,1967-Q2,1.676302283
CHE,QGDP,TOT,PC_CHGPY,Q,1967-Q3,1.772205274
CHE,QGDP,TOT,PC_CHGPY,Q,1967-Q4,1.130889688
CHE,QGDP,TOT,PC_CHGPY,Q,1968-Q1,-0.065956367
CHE,QGDP,TOT,PC_CHGPY,Q,1968-Q2,1.480760364
CHE,QGDP,TOT,PC_CHGPY,Q,1968-Q3,5.510627267
CHE,QGDP,TOT,PC_CHGPY,Q,1968-Q4,7.524885244
CHE,QGDP,TOT,PC_CHGPY,Q,1969-Q1,3.310148754
CHE,QGDP,TOT,PC_CHGPY,Q,1969-Q2,6.356659597
CHE,QGDP,TOT,PC_CHGPY,Q,1969-Q3,7.802289589
CHE,QGDP,TOT,PC_CHGPY,Q,1969-Q4,5.007674597
CHE,QGDP,TOT,PC_CHGPY,Q,1970-Q1,9.730185706
CHE,QGDP,TOT,PC_CHGPY,Q,1970-Q2,7.258085805
CHE,QGDP,TOT,PC_CHGPY,Q,1970-Q3,4.414113024
CHE,QGDP,TOT,PC_CHGPY,Q,1970-Q4,5.071641148
CHE,QGDP,TOT,PC_CHGPY,Q,1971-Q1,4.16347731
CHE,QGDP,TOT,PC_CHGPY,Q,1971-Q2,4.579348355
CHE,QGDP,TOT,PC_CHGPY,Q,1971-Q3,3.775545549
CHE,QGDP,TOT,PC_CHGPY,Q,1971-Q4,4.131836637
CHE,QGDP,TOT,PC_CHGPY,Q,1972-Q1,3.928824502
CHE,QGDP,TOT,PC_CHGPY,Q,1972-Q2,2.593712056
CHE,QGDP,TOT,PC_CHGPY,Q,1972-Q3,2.821710999
CHE,QGDP,TOT,PC_CHGPY,Q,1972-Q4,3.858307849
CHE,QGDP,TOT,PC_CHGPY,Q,1973-Q1,3.426767677
CHE,QGDP,TOT,PC_CHGPY,Q,1973-Q2,3.041825095
CHE,QGDP,TOT,PC_CHGPY,Q,1973-Q3,3.126326567
CHE,QGDP,TOT,PC_CHGPY,Q,1973-Q4,3.123619768
CHE,QGDP,TOT,PC_CHGPY,Q,1974-Q1,4.11162927
CHE,QGDP,TOT,PC_CHGPY,Q,1974-Q2,4.518462404
CHE,QGDP,TOT,PC_CHGPY,Q,1974-Q3,1.050872902
CHE,QGDP,TOT,PC_CHGPY,Q,1974-Q4,-4.247269613
CHE,QGDP,TOT,PC_CHGPY,Q,1975-Q1,-7.633498276
CHE,QGDP,TOT,PC_CHGPY,Q,1975-Q2,-8.898760814
CHE,QGDP,TOT,PC_CHGPY,Q,1975-Q3,-7.696547097
CHE,QGDP,TOT,PC_CHGPY,Q,1975-Q4,-4.959992048
CHE,QGDP,TOT,PC_CHGPY,Q,1976-Q1,-2.980754583
CHE,QGDP,TOT,PC_CHGPY,Q,1976-Q2,-1.426958218
CHE,QGDP,TOT,PC_CHGPY,Q,1976-Q3,1.360296981
CHE,QGDP,TOT,PC_CHGPY,Q,1976-Q4,3.231710505
CHE,QGDP,TOT,PC_CHGPY,Q,1977-Q1,3.263372763
CHE,QGDP,TOT,PC_CHGPY,Q,1977-Q2,2.731201833
CHE,QGDP,TOT,PC_CHGPY,Q,1977-Q3,1.844026124
CHE,QGDP,TOT,PC_CHGPY,Q,1977-Q4,0.653462337
CHE,QGDP,TOT,PC_CHGPY,Q,1978-Q1,0.699460199
CHE,QGDP,TOT,PC_CHGPY,Q,1978-Q2,0.932660872
CHE,QGDP,TOT,PC_CHGPY,Q,1978-Q3,0.186093298
CHE,QGDP,TOT,PC_CHGPY,Q,1978-Q4,0.636638148
CHE,QGDP,TOT,PC_CHGPY,Q,1979-Q1,1.379136781
CHE,QGDP,TOT,PC_CHGPY,Q,1979-Q2,1.717514124
CHE,QGDP,TOT,PC_CHGPY,Q,1979-Q3,2.638118427
CHE,QGDP,TOT,PC_CHGPY,Q,1979-Q4,3.808166429
CHE,QGDP,TOT,PC_CHGPY,Q,1980-Q1,5.021502261
CHE,QGDP,TOT,PC_CHGPY,Q,1980-Q2,4.810227938
CHE,QGDP,TOT,PC_CHGPY,Q,1980-Q3,4.310899024
CHE,QGDP,TOT,PC_CHGPY,Q,1980-Q4,3.371854952
CHE,QGDP,TOT,PC_CHGPY,Q,1981-Q1,1.332675023
CHE,QGDP,TOT,PC_CHGPY,Q,1981-Q2,2.018691457
CHE,QGDP,TOT,PC_CHGPY,Q,1981-Q3,2.07751805
CHE,QGDP,TOT,PC_CHGPY,Q,1981-Q4,1.008741394
CHE,QGDP,TOT,PC_CHGPY,Q,1982-Q1,0.364897987
CHE,QGDP,TOT,PC_CHGPY,Q,1982-Q2,-1.236579414
CHE,QGDP,TOT,PC_CHGPY,Q,1982-Q3,-2.495189913
CHE,QGDP,TOT,PC_CHGPY,Q,1982-Q4,-2.362026584
CHE,QGDP,TOT,PC_CHGPY,Q,1983-Q1,-0.765368612
CHE,QGDP,TOT,PC_CHGPY,Q,1983-Q2,-0.006041961
CHE,QGDP,TOT,PC_CHGPY,Q,1983-Q3,1.202043234
CHE,QGDP,TOT,PC_CHGPY,Q,1983-Q4,1.862218692
CHE,QGDP,TOT,PC_CHGPY,Q,1984-Q1,2.181416351
CHE,QGDP,TOT,PC_CHGPY,Q,1984-Q2,2.498528404
CHE,QGDP,TOT,PC_CHGPY,Q,1984-Q3,3.840910916
CHE,QGDP,TOT,PC_CHGPY,Q,1984-Q4,4.318440873
CHE,QGDP,TOT,PC_CHGPY,Q,1985-Q1,4.297876526
CHE,QGDP,TOT,PC_CHGPY,Q,1985-Q2,4.66874938
CHE,QGDP,TOT,PC_CHGPY,Q,1985-Q3,3.011549168
CHE,QGDP,TOT,PC_CHGPY,Q,1985-Q4,3.115772255
CHE,QGDP,TOT,PC_CHGPY,Q,1986-Q1,2.462847595
CHE,QGDP,TOT,PC_CHGPY,Q,1986-Q2,2.082496473
CHE,QGDP,TOT,PC_CHGPY,Q,1986-Q3,1.849764496
CHE,QGDP,TOT,PC_CHGPY,Q,1986-Q4,0.796576188
CHE,QGDP,TOT,PC_CHGPY,Q,1987-Q1,0.436659463
CHE,QGDP,TOT,PC_CHGPY,Q,1987-Q2,0.710551547
CHE,QGDP,TOT,PC_CHGPY,Q,1987-Q3,2.069168845
CHE,QGDP,TOT,PC_CHGPY,Q,1987-Q4,3.002373349
CHE,QGDP,TOT,PC_CHGPY,Q,1988-Q1,3.079020815
CHE,QGDP,TOT,PC_CHGPY,Q,1988-Q2,2.947830267
CHE,QGDP,TOT,PC_CHGPY,Q,1988-Q3,2.823087703
CHE,QGDP,TOT,PC_CHGPY,Q,1988-Q4,3.809933914
CHE,QGDP,TOT,PC_CHGPY,Q,1989-Q1,3.880393357
CHE,QGDP,TOT,PC_CHGPY,Q,1989-Q2,5.101961529
CHE,QGDP,TOT,PC_CHGPY,Q,1989-Q3,4.66382697
CHE,QGDP,TOT,PC_CHGPY,Q,1989-Q4,4.221057298
CHE,QGDP,TOT,PC_CHGPY,Q,1990-Q1,5.676536291
CHE,QGDP,TOT,PC_CHGPY,Q,1990-Q2,4.403691123
CHE,QGDP,TOT,PC_CHGPY,Q,1990-Q3,3.283475224
CHE,QGDP,TOT,PC_CHGPY,Q,1990-Q4,1.497665694
CHE,QGDP,TOT,PC_CHGPY,Q,1991-Q1,-0.071667696
CHE,QGDP,TOT,PC_CHGPY,Q,1991-Q2,-1.600670157
CHE,QGDP,TOT,PC_CHGPY,Q,1991-Q3,-1.239576309
CHE,QGDP,TOT,PC_CHGPY,Q,1991-Q4,-0.458837628
CHE,QGDP,TOT,PC_CHGPY,Q,1992-Q1,0.146530212
CHE,QGDP,TOT,PC_CHGPY,Q,1992-Q2,0.709395171
CHE,QGDP,TOT,PC_CHGPY,Q,1992-Q3,-0.316181453
CHE,QGDP,TOT,PC_CHGPY,Q,1992-Q4,-1.429198957
CHE,QGDP,TOT,PC_CHGPY,Q,1993-Q1,-2.319582023
CHE,QGDP,TOT,PC_CHGPY,Q,1993-Q2,-0.84439634
CHE,QGDP,TOT,PC_CHGPY,Q,1993-Q3,0.531189647
CHE,QGDP,TOT,PC_CHGPY,Q,1993-Q4,1.90978849
CHE,QGDP,TOT,PC_CHGPY,Q,1994-Q1,2.57460877
CHE,QGDP,TOT,PC_CHGPY,Q,1994-Q2,0.402783104
CHE,QGDP,TOT,PC_CHGPY,Q,1994-Q3,1.122489651
CHE,QGDP,TOT,PC_CHGPY,Q,1994-Q4,1.022453579
CHE,QGDP,TOT,PC_CHGPY,Q,1995-Q1,0.103338465
CHE,QGDP,TOT,PC_CHGPY,Q,1995-Q2,1.255541524
CHE,QGDP,TOT,PC_CHGPY,Q,1995-Q3,0.703564955
CHE,QGDP,TOT,PC_CHGPY,Q,1995-Q4,0.235427975
CHE,QGDP,TOT,PC_CHGPY,Q,1996-Q1,1.190982168
CHE,QGDP,TOT,PC_CHGPY,Q,1996-Q2,0.705495324
CHE,QGDP,TOT,PC_CHGPY,Q,1996-Q3,-0.10312895
CHE,QGDP,TOT,PC_CHGPY,Q,1996-Q4,0.464948365
CHE,QGDP,TOT,PC_CHGPY,Q,1997-Q1,0.777069177
CHE,QGDP,TOT,PC_CHGPY,Q,1997-Q2,1.649207536
CHE,QGDP,TOT,PC_CHGPY,Q,1997-Q3,3.20851244
CHE,QGDP,TOT,PC_CHGPY,Q,1997-Q4,3.308846066
CHE,QGDP,TOT,PC_CHGPY,Q,1998-Q1,3.495161087
CHE,QGDP,TOT,PC_CHGPY,Q,1998-Q2,4.017872627
CHE,QGDP,TOT,PC_CHGPY,Q,1998-Q3,2.825035707
CHE,QGDP,TOT,PC_CHGPY,Q,1998-Q4,1.800127906
CHE,QGDP,TOT,PC_CHGPY,Q,1999-Q1,0.981871557
CHE,QGDP,TOT,PC_CHGPY,Q,1999-Q2,0.661708174
CHE,QGDP,TOT,PC_CHGPY,Q,1999-Q3,1.140819808
CHE,QGDP,TOT,PC_CHGPY,Q,1999-Q4,3.927505181
CHE,QGDP,TOT,PC_CHGPY,Q,2000-Q1,4.512871958
CHE,QGDP,TOT,PC_CHGPY,Q,2000-Q2,4.260016407
CHE,QGDP,TOT,PC_CHGPY,Q,2000-Q3,4.476642325
CHE,QGDP,TOT,PC_CHGPY,Q,2000-Q4,3.089171542
CHE,QGDP,TOT,PC_CHGPY,Q,2001-Q1,2.336178318
CHE,QGDP,TOT,PC_CHGPY,Q,2001-Q2,2.456785144
CHE,QGDP,TOT,PC_CHGPY,Q,2001-Q3,1.510652321
CHE,QGDP,TOT,PC_CHGPY,Q,2001-Q4,0.300384389
CHE,QGDP,TOT,PC_CHGPY,Q,2002-Q1,0.180403594
CHE,QGDP,TOT,PC_CHGPY,Q,2002-Q2,-0.174785348
CHE,QGDP,TOT,PC_CHGPY,Q,2002-Q3,0.233531367
CHE,QGDP,TOT,PC_CHGPY,Q,2002-Q4,-0.100579698
CHE,QGDP,TOT,PC_CHGPY,Q,2003-Q1,-0.788135383
CHE,QGDP,TOT,PC_CHGPY,Q,2003-Q2,-0.89913598
CHE,QGDP,TOT,PC_CHGPY,Q,2003-Q3,-0.152755931
CHE,QGDP,TOT,PC_CHGPY,Q,2003-Q4,1.521734588
CHE,QGDP,TOT,PC_CHGPY,Q,2004-Q1,2.874023365
CHE,QGDP,TOT,PC_CHGPY,Q,2004-Q2,3.554671776
CHE,QGDP,TOT,PC_CHGPY,Q,2004-Q3,2.574461476
CHE,QGDP,TOT,PC_CHGPY,Q,2004-Q4,1.517529858
CHE,QGDP,TOT,PC_CHGPY,Q,2005-Q1,1.74070578
CHE,QGDP,TOT,PC_CHGPY,Q,2005-Q2,2.193625908
CHE,QGDP,TOT,PC_CHGPY,Q,2005-Q3,3.330149115
CHE,QGDP,TOT,PC_CHGPY,Q,2005-Q4,4.140108335
CHE,QGDP,TOT,PC_CHGPY,Q,2006-Q1,4.465007332
CHE,QGDP,TOT,PC_CHGPY,Q,2006-Q2,4.130191389
CHE,QGDP,TOT,PC_CHGPY,Q,2006-Q3,3.814199305
CHE,QGDP,TOT,PC_CHGPY,Q,2006-Q4,4.180307795
CHE,QGDP,TOT,PC_CHGPY,Q,2007-Q1,3.622444112
CHE,QGDP,TOT,PC_CHGPY,Q,2007-Q2,4.224333201
CHE,QGDP,TOT,PC_CHGPY,Q,2007-Q3,4.319904384
CHE,QGDP,TOT,PC_CHGPY,Q,2007-Q4,4.072207287
CHE,QGDP,TOT,PC_CHGPY,Q,2008-Q1,4.392128543
CHE,QGDP,TOT,PC_CHGPY,Q,2008-Q2,3.79828007
CHE,QGDP,TOT,PC_CHGPY,Q,2008-Q3,3.233663756
CHE,QGDP,TOT,PC_CHGPY,Q,2008-Q4,-0.72837459
CHE,QGDP,TOT,PC_CHGPY,Q,2009-Q1,-3.111447655
CHE,QGDP,TOT,PC_CHGPY,Q,2009-Q2,-3.372875864
CHE,QGDP,TOT,PC_CHGPY,Q,2009-Q3,-2.661032234
CHE,QGDP,TOT,PC_CHGPY,Q,2009-Q4,0.995692114
CHE,QGDP,TOT,PC_CHGPY,Q,2010-Q1,3.334197396
CHE,QGDP,TOT,PC_CHGPY,Q,2010-Q2,3.566148563
CHE,QGDP,TOT,PC_CHGPY,Q,2010-Q3,2.991737943
CHE,QGDP,TOT,PC_CHGPY,Q,2010-Q4,2.905754674
CHE,QGDP,TOT,PC_CHGPY,Q,2011-Q1,2.845928369
CHE,QGDP,TOT,PC_CHGPY,Q,2011-Q2,2.482537016
CHE,QGDP,TOT,PC_CHGPY,Q,2011-Q3,1.514491835
CHE,QGDP,TOT,PC_CHGPY,Q,2011-Q4,0.864366555
CHE,QGDP,TOT,PC_CHGPY,Q,2012-Q1,1.243400444
CHE,QGDP,TOT,PC_CHGPY,Q,2012-Q2,0.71364754
CHE,QGDP,TOT,PC_CHGPY,Q,2012-Q3,1.809899642
CHE,QGDP,TOT,PC_CHGPY,Q,2012-Q4,1.588156343
CHE,QGDP,TOT,PC_CHGPY,Q,2013-Q1,1.00127032
CHE,QGDP,TOT,PC_CHGPY,Q,2013-Q2,1.94709181
CHE,QGDP,TOT,PC_CHGPY,Q,2013-Q3,2.012326812
CHE,QGDP,TOT,PC_CHGPY,Q,2013-Q4,2.457009058
CHE,QGDP,TOT,PC_CHGPY,Q,2014-Q1,2.651780894
CHE,QGDP,TOT,PC_CHGPY,Q,2014-Q2,2.43282723
CHE,QGDP,TOT,PC_CHGPY,Q,2014-Q3,2.208412114
CHE,QGDP,TOT,PC_CHGPY,Q,2014-Q4,2.401466673
CHE,QGDP,TOT,PC_CHGPY,Q,2015-Q1,1.59522609
CHE,QGDP,TOT,PC_CHGPY,Q,2015-Q2,1.637641039
CHE,QGDP,TOT,PC_CHGPY,Q,2015-Q3,1.709766674
CHE,QGDP,TOT,PC_CHGPY,Q,2015-Q4,1.584466711
CHE,QGDP,TOT,PC_CHGPY,Q,2016-Q1,2.199279815
CHE,QGDP,TOT,PC_CHGPY,Q,2016-Q2,1.982879924
CHE,QGDP,TOT,PC_CHGPY,Q,2016-Q3,1.923708573
CHE,QGDP,TOT,PC_CHGPY,Q,2016-Q4,1.850741981
CHE,QGDP,TOT,PC_CHGPY,Q,2017-Q1,1.563070041
CHE,QGDP,TOT,PC_CHGPY,Q,2017-Q2,1.381013968
CHE,QGDP,TOT,PC_CHGPY,Q,2017-Q3,1.463606415
CHE,QGDP,TOT,PC_CHGPY,Q,2017-Q4,2.214385361
CHE,QGDP,TOT,PC_CHGPY,Q,2018-Q1,3.135769877
CHE,QGDP,TOT,PC_CHGPY,Q,2018-Q2,3.758709711
CHE,QGDP,TOT,PC_CHGPY,Q,2018-Q3,2.889265627
CHE,QGDP,TOT,PC_CHGPY,Q,2018-Q4,1.999007013
CHE,QGDP,TOT,PC_CHGPY,Q,2019-Q1,1.182003181
CHE,QGDP,TOT,PC_CHGPY,Q,2019-Q2,0.656156504
CHE,QGDP,TOT,PC_CHGPY,Q,2019-Q3,1.432668881
CHE,QGDP,TOT,PC_CHGPY,Q,2019-Q4,1.709322862
CHE,QGDP,TOT,PC_CHGPY,Q,2020-Q1,-0.171995595
CHE,QGDP,TOT,PC_CHGPY,Q,2020-Q2,-6.699634636
CHE,QGDP,TOT,PC_CHGPY,Q,2020-Q3,-1.322868004
CHE,QGDP,TOT,PC_CHGPY,Q,2020-Q4,-1.834527377
CHE,QGDP,TOT,PC_CHGPY,Q,2021-Q1,-0.697534018
CHE,QGDP,TOT,PC_CHGPY,Q,2021-Q2,7.729695561
FRA,QGDP,TOT,PC_CHGPY,Q,1961-Q1,3.971438385
FRA,QGDP,TOT,PC_CHGPY,Q,1961-Q2,5.239926785
FRA,QGDP,TOT,PC_CHGPY,Q,1961-Q3,6.121194558
FRA,QGDP,TOT,PC_CHGPY,Q,1961-Q4,6.660062972
FRA,QGDP,TOT,PC_CHGPY,Q,1962-Q1,6.861509915
FRA,QGDP,TOT,PC_CHGPY,Q,1962-Q2,6.877657784
FRA,QGDP,TOT,PC_CHGPY,Q,1962-Q3,6.717294088
FRA,QGDP,TOT,PC_CHGPY,Q,1962-Q4,6.248001067
FRA,QGDP,TOT,PC_CHGPY,Q,1963-Q1,2.630486901
FRA,QGDP,TOT,PC_CHGPY,Q,1963-Q2,5.508740269
FRA,QGDP,TOT,PC_CHGPY,Q,1963-Q3,7.442326311
FRA,QGDP,TOT,PC_CHGPY,Q,1963-Q4,6.444313251
FRA,QGDP,TOT,PC_CHGPY,Q,1964-Q1,10.28537168
FRA,QGDP,TOT,PC_CHGPY,Q,1964-Q2,6.583462385
FRA,QGDP,TOT,PC_CHGPY,Q,1964-Q3,4.445012473
FRA,QGDP,TOT,PC_CHGPY,Q,1964-Q4,5.061878877
FRA,QGDP,TOT,PC_CHGPY,Q,1965-Q1,3.349449551
FRA,QGDP,TOT,PC_CHGPY,Q,1965-Q2,4.914832602
FRA,QGDP,TOT,PC_CHGPY,Q,1965-Q3,5.141568422
FRA,QGDP,TOT,PC_CHGPY,Q,1965-Q4,5.650559413
FRA,QGDP,TOT,PC_CHGPY,Q,1966-Q1,6.367614078
FRA,QGDP,TOT,PC_CHGPY,Q,1966-Q2,5.355111501
FRA,QGDP,TOT,PC_CHGPY,Q,1966-Q3,5.038777761
FRA,QGDP,TOT,PC_CHGPY,Q,1966-Q4,4.162074119
FRA,QGDP,TOT,PC_CHGPY,Q,1967-Q1,4.999723198
FRA,QGDP,TOT,PC_CHGPY,Q,1967-Q2,4.567421441
FRA,QGDP,TOT,PC_CHGPY,Q,1967-Q3,4.376943527
FRA,QGDP,TOT,PC_CHGPY,Q,1967-Q4,4.822061724
FRA,QGDP,TOT,PC_CHGPY,Q,1968-Q1,6.054590299
FRA,QGDP,TOT,PC_CHGPY,Q,1968-Q2,-3.046591848
FRA,QGDP,TOT,PC_CHGPY,Q,1968-Q3,6.957438518
FRA,QGDP,TOT,PC_CHGPY,Q,1968-Q4,7.01025557
FRA,QGDP,TOT,PC_CHGPY,Q,1969-Q1,4.175764548
FRA,QGDP,TOT,PC_CHGPY,Q,1969-Q2,15.48619259
FRA,QGDP,TOT,PC_CHGPY,Q,1969-Q3,4.673238494
FRA,QGDP,TOT,PC_CHGPY,Q,1969-Q4,4.430436575
FRA,QGDP,TOT,PC_CHGPY,Q,1970-Q1,6.231298358
FRA,QGDP,TOT,PC_CHGPY,Q,1970-Q2,4.996378068
FRA,QGDP,TOT,PC_CHGPY,Q,1970-Q3,5.44556343
FRA,QGDP,TOT,PC_CHGPY,Q,1970-Q4,6.261521475
FRA,QGDP,TOT,PC_CHGPY,Q,1971-Q1,4.403152179
FRA,QGDP,TOT,PC_CHGPY,Q,1971-Q2,4.980469914
FRA,QGDP,TOT,PC_CHGPY,Q,1971-Q3,5.242837937
FRA,QGDP,TOT,PC_CHGPY,Q,1971-Q4,4.5036371
FRA,QGDP,TOT,PC_CHGPY,Q,1972-Q1,5.735934281
FRA,QGDP,TOT,PC_CHGPY,Q,1972-Q2,4.242856656
FRA,QGDP,TOT,PC_CHGPY,Q,1972-Q3,3.481126981
FRA,QGDP,TOT,PC_CHGPY,Q,1972-Q4,4.305488626
FRA,QGDP,TOT,PC_CHGPY,Q,1973-Q1,5.008155566
FRA,QGDP,TOT,PC_CHGPY,Q,1973-Q2,5.736429605
FRA,QGDP,TOT,PC_CHGPY,Q,1973-Q3,5.705915379
FRA,QGDP,TOT,PC_CHGPY,Q,1973-Q4,5.30879932
FRA,QGDP,TOT,PC_CHGPY,Q,1974-Q1,4.242213872
FRA,QGDP,TOT,PC_CHGPY,Q,1974-Q2,3.644339898
FRA,QGDP,TOT,PC_CHGPY,Q,1974-Q3,3.731282303
FRA,QGDP,TOT,PC_CHGPY,Q,1974-Q4,0.875242259
FRA,QGDP,TOT,PC_CHGPY,Q,1975-Q1,-0.532775695
FRA,QGDP,TOT,PC_CHGPY,Q,1975-Q2,-0.778119228
FRA,QGDP,TOT,PC_CHGPY,Q,1975-Q3,-1.324733724
FRA,QGDP,TOT,PC_CHGPY,Q,1975-Q4,1.541171217
FRA,QGDP,TOT,PC_CHGPY,Q,1976-Q1,3.497157817
FRA,QGDP,TOT,PC_CHGPY,Q,1976-Q2,4.467073387
FRA,QGDP,TOT,PC_CHGPY,Q,1976-Q3,4.556114014
FRA,QGDP,TOT,PC_CHGPY,Q,1976-Q4,4.448313606
FRA,QGDP,TOT,PC_CHGPY,Q,1977-Q1,4.075391261
FRA,QGDP,TOT,PC_CHGPY,Q,1977-Q2,3.296345013
FRA,QGDP,TOT,PC_CHGPY,Q,1977-Q3,3.281465739
FRA,QGDP,TOT,PC_CHGPY,Q,1977-Q4,2.243418531
FRA,QGDP,TOT,PC_CHGPY,Q,1978-Q1,2.530302089
FRA,QGDP,TOT,PC_CHGPY,Q,1978-Q2,3.783741131
FRA,QGDP,TOT,PC_CHGPY,Q,1978-Q3,3.219253297
FRA,QGDP,TOT,PC_CHGPY,Q,1978-Q4,3.860698903
FRA,QGDP,TOT,PC_CHGPY,Q,1979-Q1,3.31871786
FRA,QGDP,TOT,PC_CHGPY,Q,1979-Q2,2.600581717
FRA,QGDP,TOT,PC_CHGPY,Q,1979-Q3,3.864765295
FRA,QGDP,TOT,PC_CHGPY,Q,1979-Q4,3.184112137
FRA,QGDP,TOT,PC_CHGPY,Q,1980-Q1,3.498868213
FRA,QGDP,TOT,PC_CHGPY,Q,1980-Q2,1.952557675
FRA,QGDP,TOT,PC_CHGPY,Q,1980-Q3,0.71042974
FRA,QGDP,TOT,PC_CHGPY,Q,1980-Q4,0.380149609
FRA,QGDP,TOT,PC_CHGPY,Q,1981-Q1,-0.335451674
FRA,QGDP,TOT,PC_CHGPY,Q,1981-Q2,0.871626852
FRA,QGDP,TOT,PC_CHGPY,Q,1981-Q3,1.61024747
FRA,QGDP,TOT,PC_CHGPY,Q,1981-Q4,2.257470054
FRA,QGDP,TOT,PC_CHGPY,Q,1982-Q1,2.690231917
FRA,QGDP,TOT,PC_CHGPY,Q,1982-Q2,2.679996985
FRA,QGDP,TOT,PC_CHGPY,Q,1982-Q3,2.087893757
FRA,QGDP,TOT,PC_CHGPY,Q,1982-Q4,2.128704654
FRA,QGDP,TOT,PC_CHGPY,Q,1983-Q1,1.793294288
FRA,QGDP,TOT,PC_CHGPY,Q,1983-Q2,1.10982088
FRA,QGDP,TOT,PC_CHGPY,Q,1983-Q3,1.143480262
FRA,QGDP,TOT,PC_CHGPY,Q,1983-Q4,1.181808834
FRA,QGDP,TOT,PC_CHGPY,Q,1984-Q1,1.258923976
FRA,QGDP,TOT,PC_CHGPY,Q,1984-Q2,1.664939574
FRA,QGDP,TOT,PC_CHGPY,Q,1984-Q3,2.038885207
FRA,QGDP,TOT,PC_CHGPY,Q,1984-Q4,1.742337322
